customer_id,age,monthly_income,occupation,city,state,txn_count,avg_transaction,grocery_spend,fuel_spend,shopping_spend,electricity_bill,internet_bill,delay_days,recharge_frequency,monthly_data_usage,call_minutes,total_spend,savings,utilization,payment_score,engagement_score,default,alt_credit_score
370,34,41575,Shop Owner,New Williamstad,Karnataka,215,3156,878,4482,4329,2029,1274,13,6,74,1139,9689,31886,0.2330487071557426,87,289,0,849
371,23,86242,Freelancer,Elliottborough,Gujarat,256,665,2830,1754,963,2715,1217,3,8,38,1613,5547,80695,0.0643190092994132,97,294,0,849
372,58,71246,Driver,Smithburgh,Delhi,249,1016,4767,3158,4124,2340,543,5,5,66,366,12049,59197,0.1691182662886337,95,315,0,849
373,32,101357,Shop Owner,Olivertown,Telangana,142,4988,5917,689,11314,465,1349,10,5,75,1787,17920,83437,0.1768008129680239,90,217,0,849
374,39,93807,Driver,Kennethtown,Gujarat,184,432,2756,3810,12195,1797,1340,23,2,15,1304,18761,75046,0.1999957359258904,77,199,0,849
375,21,133797,Student,Michaelland,Gujarat,67,421,6306,610,8807,1415,782,12,9,37,248,15723,118074,0.1175138456019193,88,104,0,849
376,18,30953,Engineer,Jeffreytown,Gujarat,289,496,1891,3324,1840,2747,918,17,4,98,84,7055,23898,0.2279262107065551,83,387,0,849
377,31,125374,Shop Owner,Sophiafort,Delhi,114,2989,6469,1073,5313,2448,1179,29,2,86,848,12855,112519,0.1025332206039529,71,200,0,849
378,53,97266,Driver,Patelview,Telangana,98,1655,6914,4657,7447,2324,1058,2,7,19,841,19018,78248,0.1955256718688956,98,117,0,849
379,29,67372,Engineer,Patrickview,Maharashtra,266,3712,4982,4797,5568,1496,801,2,4,39,397,15347,52025,0.2277949296443626,98,305,0,849
380,23,41598,Engineer,Timothyshire,Karnataka,208,2001,9971,1907,13540,1607,680,5,6,39,962,25418,16180,0.6110389922592432,95,247,0,849
381,40,21745,Freelancer,South Sarahtown,Gujarat,288,1074,9237,4174,14047,2295,1486,9,3,48,724,27458,-5713,1.262727063692803,91,336,0,840
382,46,133395,Student,Albertbury,Karnataka,117,1155,2490,3998,4275,2956,606,18,7,35,399,10763,122632,0.0806851831028149,82,152,0,849
383,30,107768,Shop Owner,West James,Telangana,272,970,5145,2061,4987,2402,1282,12,1,42,1440,12193,95575,0.1131411921906317,88,314,0,849
384,28,33411,Teacher,Mclaughlinmouth,Delhi,228,3689,4935,2644,13544,2474,1004,18,6,17,63,21123,12288,0.6322169345425159,82,245,0,849
385,39,32042,Engineer,Houseside,Maharashtra,41,3606,8451,2681,3699,2184,899,15,8,57,867,14831,17211,0.4628612446164409,85,98,0,849
386,45,43756,Shop Owner,Howardland,Telangana,132,988,7940,4943,9133,1732,802,22,9,61,921,22016,21740,0.5031538531858488,78,193,0,849
387,37,58901,Engineer,Alexanderstad,Maharashtra,149,646,6554,1505,9553,2951,602,15,7,55,913,17612,41289,0.2990102035619089,85,204,0,849
388,22,138386,Engineer,Marcusburgh,Maharashtra,100,3781,2051,3236,14299,534,1361,10,4,37,1057,19586,118800,0.1415316578266587,90,137,0,849
389,55,143052,Engineer,Simmonsborough,Maharashtra,220,1499,6453,264,8542,494,946,0,3,31,1567,15259,127793,0.1066675055224673,100,251,0,849
390,42,92711,Driver,New Brianview,Gujarat,119,2771,3425,1632,11066,860,1419,8,9,81,1156,16123,76588,0.1739060089956963,92,200,0,849
391,32,28639,Engineer,East Alexander,Delhi,116,562,715,3331,10864,712,837,22,4,48,1642,14910,13729,0.5206187366877335,78,164,0,849
392,42,146848,Shop Owner,North Rebecca,Telangana,101,1756,2067,2208,11023,2776,534,28,6,4,514,15298,131550,0.1041757463499673,72,105,0,849
393,25,92970,Freelancer,Gilmorefort,Gujarat,125,1178,4010,4323,8367,2079,695,21,8,46,1004,16700,76270,0.1796278369366462,79,171,0,849
394,24,92879,Driver,Cherylborough,Telangana,89,2415,6083,4897,6218,1215,1374,16,2,11,848,17198,75681,0.1851656456249528,84,100,0,849
395,41,54859,Teacher,North Dawnfurt,Karnataka,75,3561,3241,3020,6756,2383,1390,0,8,56,87,13017,41842,0.2372810295484788,100,131,0,849
396,37,132413,Student,Gregton,Maharashtra,248,220,794,4284,9117,1990,1056,14,5,21,1183,14195,118218,0.1072024650147644,86,269,0,849
397,37,44531,Student,New Ericshire,Maharashtra,98,968,998,2809,5461,767,1465,3,8,8,1517,9268,35263,0.2081246771911702,97,106,0,849
398,39,15109,Shop Owner,Christopherstad,Telangana,215,1908,2618,145,14429,1794,1319,23,8,34,1836,17192,-2083,1.1378648487656364,77,249,1,308
399,19,64615,Engineer,Kevinstad,Telangana,282,4615,692,3888,8743,1914,1201,0,9,13,1672,13323,51292,0.2061905130387681,100,295,0,849
400,34,112471,Shop Owner,Matthewmouth,Gujarat,28,1917,7965,2738,11961,738,830,12,6,96,802,22664,89807,0.201509722506246,88,124,0,849
401,47,93309,Freelancer,Frederickton,Karnataka,147,2629,6603,4005,13627,2376,744,5,2,97,843,24235,69074,0.2597284291976122,95,244,0,849
402,42,74288,Driver,Port Zachary,Maharashtra,84,290,3940,4631,10099,763,450,15,3,69,658,18670,55618,0.2513191901787637,85,153,0,849
403,25,79298,Student,Edwardborough,Maharashtra,102,3818,9642,610,13361,2613,1428,8,4,30,1822,23613,55685,0.297775479835557,92,132,0,849
404,29,135816,Freelancer,Cortezshire,Delhi,41,4604,2673,3484,10214,1212,796,23,8,38,238,16371,119445,0.120538080933027,77,79,0,849
405,37,45488,Teacher,Johnshire,Gujarat,61,2707,6580,2159,11141,2071,984,29,1,65,1652,19880,25608,0.4370383397819205,71,126,0,849
406,50,59153,Student,East Kerry,Maharashtra,266,171,4868,1317,4993,471,793,9,8,43,1772,11178,47975,0.1889675925143272,91,309,0,849
407,58,122755,Teacher,Curtisburgh,Gujarat,226,1183,8107,1301,12726,1634,975,18,8,35,1112,22134,100621,0.1803103743228381,82,261,0,849
408,55,60861,Teacher,Williambury,Gujarat,75,1960,8582,1505,8470,965,666,23,3,4,1706,18557,42304,0.3049079048980463,77,79,0,849
409,32,78577,Teacher,North Kathyberg,Delhi,133,1966,7496,3548,3257,849,942,5,4,51,694,14301,64276,0.1819998218308156,95,184,0,849
410,57,81626,Shop Owner,East Melinda,Karnataka,198,946,6862,1551,9183,554,507,1,7,20,1225,17596,64030,0.2155685688383603,99,218,0,849
411,23,127832,Student,New Christianland,Gujarat,80,1127,7181,2895,12852,394,1138,29,4,34,1451,22928,104904,0.1793604105388322,71,114,0,849
412,29,112215,Teacher,Lake Kevinstad,Delhi,119,635,6323,3960,12462,1061,489,6,6,34,1986,22745,89470,0.2026912623089604,94,153,0,849
413,37,71550,Engineer,Thomasstad,Karnataka,42,3512,4511,3398,2655,1807,1055,6,5,89,1731,10564,60986,0.1476450034940601,94,131,0,849
414,37,108511,Driver,Katelynhaven,Gujarat,181,1054,5825,326,5203,1135,432,22,7,53,1379,11354,97157,0.1046345531789403,78,234,0,849
415,39,43662,Engineer,Lake Shannonchester,Maharashtra,166,51,9725,2481,8816,809,969,28,8,91,768,21022,22640,0.4814713022765792,72,257,0,849
416,59,46877,Engineer,Karinaburgh,Gujarat,100,2749,2361,2920,8820,2757,1286,29,6,84,318,14101,32776,0.3008084988373829,71,184,0,849
417,29,120091,Shop Owner,Lake Andrew,Maharashtra,258,2598,3629,1221,8581,1993,558,26,4,66,1044,13431,106660,0.1118401878575413,74,324,0,849
418,36,133629,Driver,East Stephen,Telangana,64,3218,5898,4486,4418,1445,598,6,7,19,1502,14802,118827,0.1107693689244101,94,83,0,849
419,25,38380,Shop Owner,Morganhaven,Karnataka,63,76,7437,547,11360,860,596,9,5,54,567,19344,19036,0.5040125065138092,91,117,0,849
420,35,115361,Engineer,Davidsonport,Telangana,74,753,5838,4280,3640,2936,426,4,4,86,804,13758,101603,0.1192604086302996,96,160,0,849
421,49,12920,Engineer,East Deniseton,Karnataka,149,1640,8276,4943,13386,2568,1294,26,7,34,844,26605,-13685,2.0592105263157894,74,183,1,310
422,45,89561,Engineer,Michelletown,Karnataka,138,3841,1857,3225,12310,2758,307,19,7,3,1298,17392,72169,0.1941916682484563,81,141,0,849
423,46,26309,Student,Lake Alexanderton,Delhi,98,2510,9237,2728,12426,619,568,28,2,80,458,24391,1918,0.9270971910752974,72,178,0,849
424,47,122340,Teacher,West Robinfort,Telangana,90,2612,7981,2079,6930,1998,360,21,8,15,1168,16990,105350,0.1388752656530979,79,105,0,849
425,41,84131,Shop Owner,Snyderborough,Delhi,101,3164,1116,3644,6913,1587,1096,8,6,78,951,11673,72458,0.1387479050528342,92,179,0,849
426,45,35963,Freelancer,Garciaport,Delhi,199,1809,3065,3174,3581,960,1015,10,1,18,325,9820,26143,0.273058421155076,90,217,0,849
427,41,124225,Student,New Daniel,Karnataka,90,3211,4821,669,14551,2541,781,2,3,62,514,20041,104184,0.1613282350573556,98,152,0,849
428,49,82099,Teacher,Lake Dawn,Telangana,145,3218,4578,4151,9411,1758,1154,24,8,39,337,18140,63959,0.220952752165069,76,184,0,849
429,51,53585,Teacher,East Katie,Delhi,60,3648,1166,283,6340,2845,511,24,9,27,927,7789,45796,0.1453578426798544,76,87,0,849
430,23,39426,Engineer,North Reginafort,Gujarat,206,4643,1965,129,5234,2197,520,16,4,97,1264,7328,32098,0.1858671942373053,84,303,0,849
431,29,136503,Shop Owner,Keithstad,Maharashtra,133,2110,4172,2494,13773,1477,578,23,1,49,533,20439,116064,0.1497329729016944,77,182,0,849
432,52,29975,Driver,East Natalie,Gujarat,222,2171,2723,4522,3688,1115,575,12,1,82,165,10933,19042,0.3647372810675563,88,304,0,849
433,31,98397,Teacher,Diazmouth,Telangana,185,4186,843,4461,5204,2861,1411,26,7,98,1401,10508,87889,0.1067918737359878,74,283,0,849
434,22,135932,Student,South Albert,Delhi,164,4873,5420,3201,5971,941,804,13,7,57,1775,14592,121340,0.1073477915428302,87,221,0,849
435,31,45046,Student,Kevinmouth,Delhi,156,2933,4712,2415,9809,1071,1039,2,6,20,1415,16936,28110,0.3759712294099365,98,176,0,849
436,19,55893,Student,East Hunterhaven,Karnataka,187,3051,2238,1364,3208,1559,1313,22,4,23,1178,6810,49083,0.1218399441790564,78,210,0,849
437,42,77649,Engineer,Saunderston,Telangana,202,974,651,585,8544,1523,1201,21,3,67,1875,9780,67869,0.1259513966696287,79,269,0,849
438,22,96475,Driver,New Mary,Telangana,293,545,2648,556,13893,1973,791,20,1,46,1666,17097,79378,0.1772168955688002,80,339,0,849
439,40,128154,Teacher,Howellburgh,Karnataka,36,2170,3585,3504,656,1557,1013,22,3,94,904,7745,120409,0.0604351015184855,78,130,0,849
440,31,86367,Teacher,Pittmanfort,Telangana,242,4704,6750,3276,7746,1966,715,19,9,78,1395,17772,68595,0.2057730383132446,81,320,0,849
441,27,86619,Freelancer,Lake Alexandriamouth,Maharashtra,174,1046,5126,2905,14759,1269,328,8,7,18,817,22790,63829,0.263106246897332,92,192,0,849
442,18,147348,Driver,Port Kelsey,Karnataka,45,4874,9869,153,8353,607,461,4,6,59,977,18375,128973,0.1247047805195862,96,104,0,849
443,29,118856,Freelancer,East Michaelview,Delhi,111,1766,1286,4368,14815,360,424,7,5,40,1549,20469,98387,0.17221680016154,93,151,0,849
444,45,45946,Shop Owner,Port Kimberlyshire,Telangana,95,4322,4267,2878,9334,2230,765,18,2,97,513,16479,29467,0.3586601662821573,82,192,0,849
445,29,102324,Student,Lake Natalie,Maharashtra,68,4712,9357,3426,4283,1813,772,20,7,86,873,17066,85258,0.1667839412063641,80,154,0,849
446,45,93310,Freelancer,Taylorborough,Delhi,137,1119,2849,4503,1712,793,1198,17,8,66,1535,9064,84246,0.0971385703568749,83,203,0,849
447,37,91537,Student,Port Victoria,Telangana,148,2561,643,2489,7867,1178,1222,11,8,28,1905,10999,80538,0.1201590613631646,89,176,0,849
448,37,10281,Shop Owner,Davidhaven,Maharashtra,176,4632,6531,4243,14147,1586,748,25,7,82,1257,24921,-14640,2.423985993580391,75,258,1,308
449,52,86260,Shop Owner,South Jesus,Karnataka,90,3354,3213,4185,10049,325,807,0,9,41,1557,17447,68813,0.202260607465801,100,131,0,849
450,22,74178,Freelancer,New Mark,Delhi,218,4683,3692,300,1223,361,528,14,4,57,975,5215,68963,0.070303863679258,86,275,0,849
451,59,142311,Engineer,North Shawnville,Karnataka,82,3060,6055,67,12528,906,1358,0,8,84,95,18650,123661,0.1310510080035977,100,166,0,849
452,51,55272,Teacher,Brendaside,Telangana,21,447,6180,1163,5325,1779,1190,21,8,31,1929,12668,42604,0.2291938051816471,79,52,0,849
453,56,130030,Engineer,Janetland,Gujarat,63,3711,3441,2657,11487,1060,894,24,7,90,1918,17585,112445,0.1352380219949242,76,153,0,849
454,40,89141,Driver,Aprilshire,Telangana,168,2009,2101,2793,1980,1892,1355,11,6,8,1256,6874,82267,0.0771137860243883,89,176,0,849
455,33,11969,Teacher,Lake Jonathanbury,Delhi,106,1152,3776,1299,6318,2348,1459,3,5,44,958,11393,576,0.9518756788369956,97,150,0,838
456,25,20225,Shop Owner,Rubenshire,Maharashtra,65,3929,7989,1535,8769,432,385,27,4,78,1005,18293,1932,0.9044746600741655,73,143,1,310
457,25,115823,Freelancer,East Huntertown,Telangana,291,3460,3221,3627,2032,2130,815,29,2,27,1193,8880,106943,0.0766687100144185,71,318,0,849
458,39,58320,Teacher,Shannonborough,Karnataka,257,2046,5811,3427,777,474,1062,20,9,52,757,10015,48305,0.1717249657064471,80,309,0,849
459,27,38625,Student,Deborahhaven,Gujarat,37,573,4775,4218,5865,2275,1428,1,5,18,344,14858,23767,0.384673139158576,99,55,0,849
460,25,120448,Driver,West Williamburgh,Karnataka,241,3172,8667,4575,8227,2098,348,15,5,38,1505,21469,98979,0.1782428931987247,85,279,0,849
461,25,64061,Driver,North Danielton,Maharashtra,38,1847,2631,815,11386,444,1061,22,4,88,121,14832,49229,0.2315293236134309,78,126,0,849
462,18,89134,Freelancer,East Ashley,Telangana,88,192,1910,4473,1034,1677,1398,1,5,16,813,7417,81717,0.0832117934794803,99,104,0,849
463,22,120169,Freelancer,New Hannah,Delhi,200,3414,1532,3342,10102,1228,1093,1,6,16,596,14976,105193,0.124624487180554,99,216,0,849
464,19,113409,Freelancer,South Timothy,Maharashtra,112,4550,1672,888,12030,1960,618,22,1,73,1834,14590,98819,0.1286494017229673,78,185,0,849
465,50,121279,Shop Owner,West Sandraview,Maharashtra,125,521,3440,546,5226,1876,997,1,3,52,1539,9212,112067,0.0759570906752199,99,177,0,849
466,30,124044,Freelancer,Port Shelley,Delhi,33,2875,4223,363,10858,1146,1082,9,3,48,1863,15444,108600,0.1245042081841927,91,81,0,849
467,55,14114,Freelancer,Dillonfurt,Gujarat,257,595,3740,4729,2436,1416,828,27,8,49,1125,10905,3209,0.7726370979169619,73,306,1,308
468,35,106652,Student,Bruceberg,Karnataka,164,1012,1382,3840,7423,1949,591,8,1,66,1649,12645,94007,0.1185631774368975,92,230,0,849
469,28,13712,Freelancer,New John,Maharashtra,23,3035,9557,4309,7788,1787,396,22,8,86,74,21654,-7942,1.579200700116686,78,109,1,310
470,38,13726,Student,Matthewbury,Delhi,151,2947,2744,18,1141,1418,373,15,2,73,1530,3903,9823,0.2843508669677983,85,224,0,840
471,24,110494,Shop Owner,West Williamside,Karnataka,31,379,1365,773,13179,1391,1057,21,6,94,1792,15317,95177,0.1386229116513113,79,125,0,849
472,46,113896,Student,Port Holly,Maharashtra,144,2404,4018,2942,7295,507,709,10,3,53,1600,14255,99641,0.1251580389126922,90,197,0,849
473,49,103680,Engineer,Lake Sheilaview,Delhi,21,2617,2174,2683,12072,2691,1288,2,2,71,1451,16929,86751,0.16328125,98,92,0,849
474,55,73449,Engineer,West Nancy,Karnataka,247,1595,9827,873,5055,2143,373,28,8,38,1753,15755,57694,0.2145025800215115,72,285,0,849
475,25,35537,Freelancer,Duncanborough,Maharashtra,272,801,7624,853,4232,553,1258,0,2,39,507,12709,22828,0.3576272617272139,100,311,0,849
476,20,32612,Teacher,East Juan,Gujarat,255,1379,9169,2726,11783,1119,1285,25,1,7,423,23678,8934,0.7260517600883111,75,262,0,849
477,23,41348,Shop Owner,Adamsview,Gujarat,235,4280,5913,1269,8368,631,1046,3,8,39,1876,15550,25798,0.3760762310148012,97,274,0,849
478,42,42779,Shop Owner,Hollandberg,Gujarat,63,4231,3103,1469,9069,1991,754,9,3,47,85,13641,29138,0.3188714088688375,91,110,0,849
479,54,56819,Engineer,Lake David,Gujarat,164,291,9611,69,4424,1438,612,25,9,13,1219,14104,42715,0.2482268255337123,75,177,0,849
480,38,74106,Shop Owner,Tonyaport,Delhi,76,2136,2507,800,13829,527,1133,25,5,65,1301,17136,56970,0.2312363371386932,75,141,0,849
481,32,66088,Driver,Nicholasshire,Karnataka,239,4970,1255,1995,6435,1568,1117,13,2,8,865,9685,56403,0.1465470282048178,87,247,0,849
482,32,55379,Shop Owner,Port Toddfort,Telangana,93,159,1516,3865,8716,1317,827,21,5,43,805,14097,41282,0.2545549757128153,79,136,0,849
483,39,56413,Shop Owner,Port Jamesshire,Delhi,298,787,6700,179,731,726,341,16,5,85,1228,7610,48803,0.1348979845071171,84,383,0,849
484,44,131999,Teacher,East Alexander,Delhi,83,504,6901,4625,7572,1945,577,3,3,23,676,19098,112901,0.144682914264502,97,106,0,849
485,47,118177,Teacher,Vegafurt,Maharashtra,248,645,4374,4530,13669,318,365,6,2,51,1884,22573,95604,0.1910100950269511,94,299,0,849
486,30,96365,Engineer,Thomasborough,Delhi,265,4547,8433,2135,7227,1908,1319,18,3,51,1435,17795,78570,0.1846624811913039,82,316,0,849
487,27,82588,Student,Wardport,Gujarat,49,358,9034,435,8868,708,411,17,5,41,633,18337,64251,0.2220298348428343,83,90,0,849
488,59,129735,Driver,East Sarah,Delhi,158,243,3757,3235,13972,896,950,6,7,88,302,20964,108771,0.1615909353682506,94,246,0,849
489,21,22149,Freelancer,West Michelle,Maharashtra,32,3929,6220,3113,11654,2452,623,24,5,52,1992,20987,1162,0.9475371348593616,76,84,1,317
490,59,98204,Freelancer,Jonesmouth,Telangana,229,4886,5457,953,9994,2282,1291,29,1,38,1376,16404,81800,0.1670400391022768,71,267,0,849
491,39,47384,Teacher,New Jacqueline,Gujarat,270,3431,6339,2880,10879,728,934,25,8,7,1907,20098,27286,0.424151612358602,75,277,0,849
492,59,129503,Student,Tamaraside,Gujarat,299,595,2427,4152,14947,1384,692,11,7,29,855,21526,107977,0.166220087565539,89,328,0,849
493,44,44084,Driver,Lake Julianborough,Gujarat,24,3531,6033,3253,10054,2605,785,4,5,84,210,19340,24744,0.4387079212412667,96,108,0,849
494,41,148299,Teacher,Shannonmouth,Maharashtra,278,2713,9965,3326,4159,745,1323,21,2,79,1608,17450,130849,0.117667684879871,79,357,0,849
495,35,91571,Teacher,South Adamport,Maharashtra,127,4813,7237,2636,11721,432,742,3,3,93,1758,21594,69977,0.2358170163042884,97,220,0,849
496,22,36160,Engineer,Deanberg,Delhi,277,4427,3659,253,5807,2600,564,28,8,86,1958,9719,26441,0.2687776548672566,72,363,0,849
497,51,27014,Shop Owner,North Michaelland,Maharashtra,51,2880,3544,1420,6136,1985,437,15,2,50,1906,11100,15914,0.4108980528614792,85,101,0,849
498,39,87231,Shop Owner,Lake Reginaldmouth,Karnataka,188,704,5981,759,7282,1301,606,9,4,52,1798,14022,73209,0.1607456064931045,91,240,0,849
499,45,50390,Engineer,Brianshire,Gujarat,282,3021,8946,3823,2376,945,617,16,5,72,844,15145,35245,0.3005556658067077,84,354,0,849
500,26,17421,Student,Lake Leemouth,Gujarat,217,2674,6654,4121,11696,1701,753,26,3,6,493,22471,-5050,1.2898800298490327,74,223,1,308
501,52,14358,Shop Owner,Ericfort,Gujarat,170,1294,6472,1008,4814,1763,1130,14,3,18,681,12294,2064,0.856247388215629,86,188,0,834
502,20,134457,Freelancer,North Tracy,Telangana,170,2732,7811,989,12976,1412,486,18,1,25,1868,21776,112681,0.1619551231992384,82,195,0,849
503,56,136888,Student,Webbshire,Karnataka,274,4213,5211,4969,8575,2269,1320,3,7,44,667,18755,118133,0.137009818245573,97,318,0,849
504,56,119847,Driver,Port Gabrielle,Karnataka,109,4502,8947,1007,6996,1171,934,15,4,19,1335,16950,102897,0.1414303236626699,85,128,0,849
505,21,43893,Teacher,New Markshire,Telangana,239,2621,4408,2997,3303,1699,990,19,9,31,314,10708,33185,0.2439568951769074,81,270,0,849
506,53,121335,Shop Owner,Lake Anthony,Maharashtra,201,4429,598,196,11221,2165,1357,3,4,74,204,12015,109320,0.0990233650636667,97,275,0,849
507,53,26456,Student,Jamesview,Karnataka,245,1918,3165,1388,2915,881,470,13,9,66,1571,7468,18988,0.2822800120955548,87,311,0,849
508,23,78008,Driver,Davisfort,Telangana,77,2687,7742,1065,9113,1083,1382,20,5,97,1865,17920,60088,0.2297200287150035,80,174,0,849
509,19,20756,Driver,Quinnshire,Karnataka,200,594,1723,3172,9459,318,1418,16,5,44,1435,14354,6402,0.6915590672576605,84,244,1,413
510,49,135703,Freelancer,Garciaview,Gujarat,93,704,7321,2446,6392,1916,474,29,2,60,1594,16159,119544,0.1190762179170688,71,153,0,849
511,20,55113,Engineer,Lake Krystal,Gujarat,240,3716,4777,4402,3069,1938,353,22,2,56,463,12248,42865,0.2222343185818228,78,296,0,849
512,40,135541,Student,Hunterburgh,Karnataka,23,4035,8667,4899,7948,1726,648,26,6,75,808,21514,114027,0.1587268796895404,74,98,0,849
513,51,19686,Freelancer,Stephaniemouth,Delhi,234,3069,4181,1443,4696,879,581,7,1,13,888,10320,9366,0.5242304175556233,93,247,0,837
514,25,141733,Driver,East Michelle,Gujarat,28,622,5253,4002,6129,1122,1191,24,1,45,1394,15384,126349,0.1085421179259593,76,73,0,849
515,53,52828,Shop Owner,Turnerview,Maharashtra,82,4136,8917,4200,2497,1969,940,7,6,20,404,15614,37214,0.2955629590368744,93,102,0,849
516,33,98733,Student,Lopeztown,Delhi,279,4574,9125,3099,11421,2316,862,10,5,90,1835,23645,75088,0.2394842656457314,90,369,0,849
517,34,56479,Driver,West Gerald,Delhi,95,3190,9557,2793,7834,640,771,24,3,69,491,20184,36295,0.3573717664972822,76,164,0,849
518,20,91437,Shop Owner,Port Leeton,Delhi,237,2465,750,4951,8598,2010,548,10,5,27,1101,14299,77138,0.1563808961361374,90,264,0,849
519,57,39301,Shop Owner,Noahhaven,Delhi,193,4706,6065,918,1673,1406,1416,20,4,49,1819,8656,30645,0.2202488486298058,80,242,0,849
520,57,28752,Student,Laceytown,Telangana,151,482,1335,2246,2762,1717,1123,11,5,1,551,6343,22409,0.2206107401224262,89,152,0,849
521,37,131237,Teacher,South Melissa,Maharashtra,68,4617,4315,246,2929,931,828,28,7,81,75,7490,123747,0.057072319544031,72,149,0,849
522,33,20699,Freelancer,North Connietown,Delhi,258,976,5787,2607,9766,2280,421,27,4,25,1150,18160,2539,0.8773370694236436,73,283,1,308
523,51,128413,Driver,Collinstown,Maharashtra,117,4072,5284,3151,12130,2357,1137,16,1,89,1401,20565,107848,0.1601473371076137,84,206,0,849
524,40,134481,Student,South Cameron,Telangana,46,4623,3991,706,7497,1629,1052,21,5,6,1096,12194,122287,0.0906745190770443,79,52,0,849
525,19,40682,Student,West Brandon,Maharashtra,133,3114,9445,587,1834,2811,1011,23,4,30,767,11866,28816,0.2916769087065533,77,163,0,849
526,18,137810,Driver,New Maxwelltown,Gujarat,215,3984,7711,3926,3817,2248,379,10,6,87,316,15454,122356,0.112139902764676,90,302,0,849
527,21,100373,Engineer,South Teresaborough,Karnataka,103,4352,7311,164,7560,2827,1201,26,6,11,1406,15035,85338,0.149791278531079,74,114,0,849
528,32,145509,Driver,Choiton,Telangana,164,3107,4928,402,9105,1870,317,4,6,66,614,14435,131074,0.0992034856950429,96,230,0,849
529,59,108864,Teacher,New Daniel,Gujarat,64,4207,1367,18,864,1848,501,4,3,36,1474,2249,106615,0.0206588036449147,96,100,0,849
530,52,55033,Freelancer,Tristanfurt,Karnataka,26,3882,7071,579,8174,1669,618,24,6,7,320,15824,39209,0.2875365689677103,76,33,0,849
531,33,41750,Driver,Sarahport,Maharashtra,53,4200,3539,4137,14108,1357,565,19,8,67,1359,21784,19966,0.5217724550898204,81,120,0,849
532,32,122020,Engineer,Floresburgh,Gujarat,250,502,7037,1381,8654,2000,712,27,6,66,366,17072,104948,0.1399114899196853,73,316,0,849
533,44,30609,Engineer,West Joseph,Gujarat,147,2788,8072,1216,7247,700,1023,25,9,82,1380,16535,14074,0.5402005945963605,75,229,0,849
534,31,114211,Teacher,Cynthiashire,Gujarat,250,3199,8776,4144,1668,1435,1022,25,2,9,1570,14588,99623,0.1277285025085149,75,259,0,849
535,42,134865,Student,Morrisonland,Telangana,88,3179,4145,2526,11559,1050,567,20,5,48,610,18230,116635,0.1351722092462833,80,136,0,849
536,50,128947,Freelancer,South Peter,Maharashtra,185,2244,4055,445,6864,2645,869,28,5,56,1625,11364,117583,0.0881292313896407,72,241,0,849
537,33,124099,Engineer,Silvaville,Karnataka,62,4066,4375,3337,6738,2273,845,6,8,98,1181,14450,109649,0.1164392944342823,94,160,0,849
538,58,33429,Student,Christineburgh,Telangana,281,1898,5492,4025,10958,664,846,14,5,33,1096,20475,12954,0.61249214753657,86,314,0,849
539,51,111268,Teacher,Woodsborough,Delhi,40,141,4722,4175,14635,1038,836,9,6,53,98,23532,87736,0.2114893769996764,91,93,0,849
540,42,41822,Driver,East Stephenfurt,Telangana,257,1032,3943,2533,1193,358,385,26,1,60,408,7669,34153,0.1833723877385108,74,317,0,849
541,29,17967,Driver,Contrerasberg,Telangana,44,205,2312,4114,1907,689,1018,23,1,32,1450,8333,9634,0.4637947347915623,77,76,1,313
542,48,38179,Teacher,Deannaport,Telangana,212,1460,3997,4372,7894,448,882,24,4,21,1219,16263,21916,0.4259671547185625,76,233,0,849
543,23,127407,Shop Owner,Michaelland,Karnataka,252,601,9868,4734,4832,2952,555,29,8,30,1971,19434,107973,0.1525347900821776,71,282,0,849
544,19,49922,Shop Owner,Port Erika,Karnataka,74,2781,4552,372,6116,1099,358,29,3,25,99,11040,38882,0.2211449861784383,71,99,0,849
545,51,107033,Student,Lake Debraville,Gujarat,106,2298,1348,2556,14133,1769,687,21,6,76,645,18037,88996,0.1685181205796343,79,182,0,849
546,28,129863,Student,New Steven,Karnataka,294,553,8570,3189,9394,1550,892,17,7,30,1359,21153,108710,0.1628870424986331,83,324,0,849
547,26,38141,Engineer,Hamiltonborough,Delhi,61,364,2876,1040,4878,1949,1208,29,6,58,655,8794,29347,0.2305655331532996,71,119,0,849
548,50,107539,Driver,Port Joe,Maharashtra,277,624,6085,757,3310,2913,698,4,9,94,618,10152,97387,0.0944029607863193,96,371,0,849
549,54,108723,Driver,New Laurie,Gujarat,100,4574,3959,3992,8337,1198,592,4,4,64,1570,16288,92435,0.1498119073241172,96,164,0,849
550,54,42371,Freelancer,Lake Timothyhaven,Telangana,223,2825,2492,2243,8998,1102,1189,19,2,16,1417,13733,28638,0.3241131906256638,81,239,0,849
551,52,106774,Engineer,East Jeremy,Delhi,171,4159,2360,1961,5676,1743,1259,25,8,14,336,9997,96777,0.0936276621649465,75,185,0,849
552,39,109853,Shop Owner,East Rhondabury,Telangana,230,829,9220,4893,843,2620,819,20,2,68,1266,14956,94897,0.1361455763611371,80,298,0,849
553,39,79252,Freelancer,New Rachel,Gujarat,222,3732,5898,208,5236,2915,937,26,7,84,1452,11342,67910,0.1431131075556453,74,306,0,849
554,44,16548,Freelancer,Mcdonaldside,Telangana,271,3386,1419,2044,918,951,475,11,8,25,557,4381,12167,0.2647449842881315,89,296,0,841
